79.2893218813	109.2893218813	20.0000000000
71.6288774502	115.7171979782	20.0000000000
71.6288774502	115.7171979782	30.0000000000
79.2893218813	109.2893218813	30.0000000000
#

79.2893218813	109.2893218813	20.0000000000
69.8925589659	105.8693150524	20.0000000000
69.8925589659	105.8693150524	30.0000000000
79.2893218813	109.2893218813	30.0000000000
#

79.2893218813	109.2893218813	20.0000000000
77.5530033971	99.4414389555	20.0000000000
77.5530033971	99.4414389555	30.0000000000
79.2893218813	109.2893218813	30.0000000000
#

79.2893218813	109.2893218813	20.0000000000
86.9497663125	102.8614457845	20.0000000000
86.9497663125	102.8614457845	30.0000000000
79.2893218813	109.2893218813	30.0000000000
#

79.2893218813	109.2893218813	20.0000000000
88.6860847968	112.7093287103	20.0000000000
88.6860847968	112.7093287103	30.0000000000
79.2893218813	109.2893218813	30.0000000000
#

79.2893218813	109.2893218813	20.0000000000
81.0256403656	119.1372048072	20.0000000000
81.0256403656	119.1372048072	30.0000000000
79.2893218813	109.2893218813	30.0000000000
#

79.2893218813	109.2893218813	20.0000000000
71.6288774502	115.7171979782	20.0000000000
71.6288774502	115.7171979782	30.0000000000
79.2893218813	109.2893218813	30.0000000000
#

